Website Category,Customer_ID,Customer_Name,Customer_Street,Customer_City,Customer_State,Customer_ZIP,Customer_Country,Customer_URL,Retail Store,Catalog/Distributor,Online Retailer,General Retailer
Tru-Ray Sulphite Construction Paper,100171EE,Dick Blick Art Materials,1330 Chestnut Street,Philadelphia,PA,19107,US,http://www.dickblick.com,X,X,X,
Riverside Groundwood Construction Paper,100171EE,Dick Blick Art Materials,1330 Chestnut Street,Philadelphia,PA,19107,US,http://www.dickblick.com,X,X,X,
Chart Tablets & Pads,100171EE,Dick Blick Art Materials,1330 Chestnut Street,Philadelphia,PA,19107,US,http://www.dickblick.com,X,X,X,
Ruled Papers,100171EE,Dick Blick Art Materials,1330 Chestnut Street,Philadelphia,PA,19107,US,http://www.dickblick.com,X,X,X,
Art & Kraft Rolls,100171EE,Dick Blick Art Materials,1330 Chestnut Street,Philadelphia,PA,19107,US,http://www.dickblick.com,X,X,X,
Sentence Strips/Flashcards/Index Cards,100171EE,Dick Blick Art Materials,1330 Chestnut Street,Philadelphia,PA,19107,US,http://www.dickblick.com,X,X,X,
SunWorks Groundwood Construction Paper,100171EE,Dick Blick Art Materials,1330 Chestnut Street,Philadelphia,PA,19107,US,http://www.dickblick.com,X,X,X,
Yarn & Accessories,100171CC,Dick Blick Art Materials,1165 Woodstock Rd.  Ste 830,Roswell ,GA,30075,US,http://www.dickblick.com,X,X,X,
Corobuff Corrugated Paper,100171CC,Dick Blick Art Materials,1165 Woodstock Rd.  Ste 830,Roswell ,GA,30075,US,http://www.dickblick.com,X,X,X,
Classroom Organization,100171CC,Dick Blick Art Materials,1165 Woodstock Rd.  Ste 830,Roswell ,GA,30075,US,http://www.dickblick.com,X,X,X,
Basic Crafts,100171CC,Dick Blick Art Materials,1165 Woodstock Rd.  Ste 830,Roswell ,GA,30075,US,http://www.dickblick.com,X,X,X,
Bordette Borders,100171CC,Dick Blick Art Materials,1165 Woodstock Rd.  Ste 830,Roswell ,GA,30075,US,http://www.dickblick.com,X,X,X,
Drawing Papers,100171CC,Dick Blick Art Materials,1165 Woodstock Rd.  Ste 830,Roswell ,GA,30075,US,http://www.dickblick.com,X,X,X,
Letters,100171CC,Dick Blick Art Materials,1165 Woodstock Rd.  Ste 830,Roswell ,GA,30075,US,http://www.dickblick.com,X,X,X,
Plast'r Craft,100171CC,Dick Blick Art Materials,1165 Woodstock Rd.  Ste 830,Roswell ,GA,30075,US,http://www.dickblick.com,X,X,X,
Fadeless Paper,100171CC,Dick Blick Art Materials,1165 Woodstock Rd.  Ste 830,Roswell ,GA,30075,US,http://www.dickblick.com,X,X,X,
Paper Roll Dispensers & Racks,100171CC,Dick Blick Art Materials,1165 Woodstock Rd.  Ste 830,Roswell ,GA,30075,US,http://www.dickblick.com,X,X,X,
Non-Bleeding Art Tissue,100171CC,Dick Blick Art Materials,1165 Woodstock Rd.  Ste 830,Roswell ,GA,30075,US,http://www.dickblick.com,X,X,X,
Spectra Deluxe Bleeding Art Tissue,100171CC,Dick Blick Art Materials,1165 Woodstock Rd.  Ste 830,Roswell ,GA,30075,US,http://www.dickblick.com,X,X,X,
Rainbow Colored Kraft Duo-Finish Rolls,100171CC,Dick Blick Art Materials,1165 Woodstock Rd.  Ste 830,Roswell ,GA,30075,US,http://www.dickblick.com,X,X,X,
Juvenile Art Papers,100171CC,Dick Blick Art Materials,1165 Woodstock Rd.  Ste 830,Roswell ,GA,30075,US,http://www.dickblick.com,X,X,X,
ArtKraft Duo-Finish Rolls,100171CC,Dick Blick Art Materials,1165 Woodstock Rd.  Ste 830,Roswell ,GA,30075,US,http://www.dickblick.com,X,X,X,
Kraft Bags,100171CC,Dick Blick Art Materials,1165 Woodstock Rd.  Ste 830,Roswell ,GA,30075,US,http://www.dickblick.com,X,X,X,
Protecto Film,100171CC,Dick Blick Art Materials,1165 Woodstock Rd.  Ste 830,Roswell ,GA,30075,US,http://www.dickblick.com,X,X,X,
Presentation Boards & Accessories,100171CC,Dick Blick Art Materials,1165 Woodstock Rd.  Ste 830,Roswell ,GA,30075,US,http://www.dickblick.com,X,X,X,
Railroad/Poster Board,100171CC,Dick Blick Art Materials,1165 Woodstock Rd.  Ste 830,Roswell ,GA,30075,US,http://www.dickblick.com,X,X,X,
Spectra Glitter,100171CC,Dick Blick Art Materials,1165 Woodstock Rd.  Ste 830,Roswell ,GA,30075,US,http://www.dickblick.com,X,X,X,
Lightweight Construction Paper,100171CC,Dick Blick Art Materials,1165 Woodstock Rd.  Ste 830,Roswell ,GA,30075,US,http://www.dickblick.com,X,X,X,
Student Art Papers,100171CC,Dick Blick Art Materials,1165 Woodstock Rd.  Ste 830,Roswell ,GA,30075,US,http://www.dickblick.com,X,X,X,
Flame Retardant Rolls,100171CC,Dick Blick Art Materials,1165 Woodstock Rd.  Ste 830,Roswell ,GA,30075,US,http://www.dickblick.com,X,X,X,
Card Stock  ,100171CC,Dick Blick Art Materials,1165 Woodstock Rd.  Ste 830,Roswell ,GA,30075,US,http://www.dickblick.com,X,X,X,
Tru-Ray Sulphite Construction Paper,100171CC,Dick Blick Art Materials,1165 Woodstock Rd.  Ste 830,Roswell ,GA,30075,US,http://www.dickblick.com,X,X,X,
Riverside Groundwood Construction Paper,100171CC,Dick Blick Art Materials,1165 Woodstock Rd.  Ste 830,Roswell ,GA,30075,US,http://www.dickblick.com,X,X,X,
Chart Tablets & Pads,100171CC,Dick Blick Art Materials,1165 Woodstock Rd.  Ste 830,Roswell ,GA,30075,US,http://www.dickblick.com,X,X,X,
Ruled Papers,100171CC,Dick Blick Art Materials,1165 Woodstock Rd.  Ste 830,Roswell ,GA,30075,US,http://www.dickblick.com,X,X,X,
Art & Kraft Rolls,100171CC,Dick Blick Art Materials,1165 Woodstock Rd.  Ste 830,Roswell ,GA,30075,US,http://www.dickblick.com,X,X,X,
Sentence Strips/Flashcards/Index Cards,100171CC,Dick Blick Art Materials,1165 Woodstock Rd.  Ste 830,Roswell ,GA,30075,US,http://www.dickblick.com,X,X,X,
SunWorks Groundwood Construction Paper,100171CC,Dick Blick Art Materials,1165 Woodstock Rd.  Ste 830,Roswell ,GA,30075,US,http://www.dickblick.com,X,X,X,
Yarn & Accessories,100171B,Dick Blick Art Materials,6486 Sawmill Rd,Colombus,OH,43235,US,http://www.dickblick.com,X,X,X,
Corobuff Corrugated Paper,100171B,Dick Blick Art Materials,6486 Sawmill Rd,Colombus,OH,43235,US,http://www.dickblick.com,X,X,X,
Classroom Organization,100171B,Dick Blick Art Materials,6486 Sawmill Rd,Colombus,OH,43235,US,http://www.dickblick.com,X,X,X,
Basic Crafts,100171B,Dick Blick Art Materials,6486 Sawmill Rd,Colombus,OH,43235,US,http://www.dickblick.com,X,X,X,
Bordette Borders,100171B,Dick Blick Art Materials,6486 Sawmill Rd,Colombus,OH,43235,US,http://www.dickblick.com,X,X,X,
Drawing Papers,100171B,Dick Blick Art Materials,6486 Sawmill Rd,Colombus,OH,43235,US,http://www.dickblick.com,X,X,X,
Letters,100171B,Dick Blick Art Materials,6486 Sawmill Rd,Colombus,OH,43235,US,http://www.dickblick.com,X,X,X,
Plast'r Craft,100171B,Dick Blick Art Materials,6486 Sawmill Rd,Colombus,OH,43235,US,http://www.dickblick.com,X,X,X,
Fadeless Paper,100171B,Dick Blick Art Materials,6486 Sawmill Rd,Colombus,OH,43235,US,http://www.dickblick.com,X,X,X,
Paper Roll Dispensers & Racks,100171B,Dick Blick Art Materials,6486 Sawmill Rd,Colombus,OH,43235,US,http://www.dickblick.com,X,X,X,
Non-Bleeding Art Tissue,100171B,Dick Blick Art Materials,6486 Sawmill Rd,Colombus,OH,43235,US,http://www.dickblick.com,X,X,X,
Spectra Deluxe Bleeding Art Tissue,100171B,Dick Blick Art Materials,6486 Sawmill Rd,Colombus,OH,43235,US,http://www.dickblick.com,X,X,X,
Rainbow Colored Kraft Duo-Finish Rolls,100171B,Dick Blick Art Materials,6486 Sawmill Rd,Colombus,OH,43235,US,http://www.dickblick.com,X,X,X,
Juvenile Art Papers,100171B,Dick Blick Art Materials,6486 Sawmill Rd,Colombus,OH,43235,US,http://www.dickblick.com,X,X,X,
ArtKraft Duo-Finish Rolls,100171B,Dick Blick Art Materials,6486 Sawmill Rd,Colombus,OH,43235,US,http://www.dickblick.com,X,X,X,
Kraft Bags,100171B,Dick Blick Art Materials,6486 Sawmill Rd,Colombus,OH,43235,US,http://www.dickblick.com,X,X,X,
Protecto Film,100171B,Dick Blick Art Materials,6486 Sawmill Rd,Colombus,OH,43235,US,http://www.dickblick.com,X,X,X,
Presentation Boards & Accessories,100171B,Dick Blick Art Materials,6486 Sawmill Rd,Colombus,OH,43235,US,http://www.dickblick.com,X,X,X,
Railroad/Poster Board,100171B,Dick Blick Art Materials,6486 Sawmill Rd,Colombus,OH,43235,US,http://www.dickblick.com,X,X,X,
Spectra Glitter,100171B,Dick Blick Art Materials,6486 Sawmill Rd,Colombus,OH,43235,US,http://www.dickblick.com,X,X,X,
Lightweight Construction Paper,100171B,Dick Blick Art Materials,6486 Sawmill Rd,Colombus,OH,43235,US,http://www.dickblick.com,X,X,X,
Student Art Papers,100171B,Dick Blick Art Materials,6486 Sawmill Rd,Colombus,OH,43235,US,http://www.dickblick.com,X,X,X,
Flame Retardant Rolls,100171B,Dick Blick Art Materials,6486 Sawmill Rd,Colombus,OH,43235,US,http://www.dickblick.com,X,X,X,
Card Stock  ,100171B,Dick Blick Art Materials,6486 Sawmill Rd,Colombus,OH,43235,US,http://www.dickblick.com,X,X,X,
Tru-Ray Sulphite Construction Paper,100171B,Dick Blick Art Materials,6486 Sawmill Rd,Colombus,OH,43235,US,http://www.dickblick.com,X,X,X,
Riverside Groundwood Construction Paper,100171B,Dick Blick Art Materials,6486 Sawmill Rd,Colombus,OH,43235,US,http://www.dickblick.com,X,X,X,
Chart Tablets & Pads,100171B,Dick Blick Art Materials,6486 Sawmill Rd,Colombus,OH,43235,US,http://www.dickblick.com,X,X,X,
Ruled Papers,100171B,Dick Blick Art Materials,6486 Sawmill Rd,Colombus,OH,43235,US,http://www.dickblick.com,X,X,X,
Art & Kraft Rolls,100171B,Dick Blick Art Materials,6486 Sawmill Rd,Colombus,OH,43235,US,http://www.dickblick.com,X,X,X,
Sentence Strips/Flashcards/Index Cards,100171B,Dick Blick Art Materials,6486 Sawmill Rd,Colombus,OH,43235,US,http://www.dickblick.com,X,X,X,
SunWorks Groundwood Construction Paper,100171B,Dick Blick Art Materials,6486 Sawmill Rd,Colombus,OH,43235,US,http://www.dickblick.com,X,X,X,
Yarn & Accessories,100171Q,Dick Blick Art Materials,4924 Plaza East Blvd,Evansville,IN,47715,US,http://www.dickblick.com,X,X,X,
Corobuff Corrugated Paper,100171Q,Dick Blick Art Materials,4924 Plaza East Blvd,Evansville,IN,47715,US,http://www.dickblick.com,X,X,X,
Classroom Organization,100171Q,Dick Blick Art Materials,4924 Plaza East Blvd,Evansville,IN,47715,US,http://www.dickblick.com,X,X,X,
Basic Crafts,100171Q,Dick Blick Art Materials,4924 Plaza East Blvd,Evansville,IN,47715,US,http://www.dickblick.com,X,X,X,
Bordette Borders,100171Q,Dick Blick Art Materials,4924 Plaza East Blvd,Evansville,IN,47715,US,http://www.dickblick.com,X,X,X,
Drawing Papers,100171Q,Dick Blick Art Materials,4924 Plaza East Blvd,Evansville,IN,47715,US,http://www.dickblick.com,X,X,X,
Letters,100171Q,Dick Blick Art Materials,4924 Plaza East Blvd,Evansville,IN,47715,US,http://www.dickblick.com,X,X,X,
Plast'r Craft,100171Q,Dick Blick Art Materials,4924 Plaza East Blvd,Evansville,IN,47715,US,http://www.dickblick.com,X,X,X,
Fadeless Paper,100171Q,Dick Blick Art Materials,4924 Plaza East Blvd,Evansville,IN,47715,US,http://www.dickblick.com,X,X,X,
Paper Roll Dispensers & Racks,100171Q,Dick Blick Art Materials,4924 Plaza East Blvd,Evansville,IN,47715,US,http://www.dickblick.com,X,X,X,
Non-Bleeding Art Tissue,100171Q,Dick Blick Art Materials,4924 Plaza East Blvd,Evansville,IN,47715,US,http://www.dickblick.com,X,X,X,
Spectra Deluxe Bleeding Art Tissue,100171Q,Dick Blick Art Materials,4924 Plaza East Blvd,Evansville,IN,47715,US,http://www.dickblick.com,X,X,X,
Rainbow Colored Kraft Duo-Finish Rolls,100171Q,Dick Blick Art Materials,4924 Plaza East Blvd,Evansville,IN,47715,US,http://www.dickblick.com,X,X,X,
Juvenile Art Papers,100171Q,Dick Blick Art Materials,4924 Plaza East Blvd,Evansville,IN,47715,US,http://www.dickblick.com,X,X,X,
ArtKraft Duo-Finish Rolls,100171Q,Dick Blick Art Materials,4924 Plaza East Blvd,Evansville,IN,47715,US,http://www.dickblick.com,X,X,X,
Kraft Bags,100171Q,Dick Blick Art Materials,4924 Plaza East Blvd,Evansville,IN,47715,US,http://www.dickblick.com,X,X,X,
Protecto Film,100171Q,Dick Blick Art Materials,4924 Plaza East Blvd,Evansville,IN,47715,US,http://www.dickblick.com,X,X,X,
Presentation Boards & Accessories,100171Q,Dick Blick Art Materials,4924 Plaza East Blvd,Evansville,IN,47715,US,http://www.dickblick.com,X,X,X,
Railroad/Poster Board,100171Q,Dick Blick Art Materials,4924 Plaza East Blvd,Evansville,IN,47715,US,http://www.dickblick.com,X,X,X,
Spectra Glitter,100171Q,Dick Blick Art Materials,4924 Plaza East Blvd,Evansville,IN,47715,US,http://www.dickblick.com,X,X,X,
Lightweight Construction Paper,100171Q,Dick Blick Art Materials,4924 Plaza East Blvd,Evansville,IN,47715,US,http://www.dickblick.com,X,X,X,
Student Art Papers,100171Q,Dick Blick Art Materials,4924 Plaza East Blvd,Evansville,IN,47715,US,http://www.dickblick.com,X,X,X,
Flame Retardant Rolls,100171Q,Dick Blick Art Materials,4924 Plaza East Blvd,Evansville,IN,47715,US,http://www.dickblick.com,X,X,X,
Card Stock  ,100171Q,Dick Blick Art Materials,4924 Plaza East Blvd,Evansville,IN,47715,US,http://www.dickblick.com,X,X,X,
Tru-Ray Sulphite Construction Paper,100171Q,Dick Blick Art Materials,4924 Plaza East Blvd,Evansville,IN,47715,US,http://www.dickblick.com,X,X,X,
Riverside Groundwood Construction Paper,100171Q,Dick Blick Art Materials,4924 Plaza East Blvd,Evansville,IN,47715,US,http://www.dickblick.com,X,X,X,
Chart Tablets & Pads,100171Q,Dick Blick Art Materials,4924 Plaza East Blvd,Evansville,IN,47715,US,http://www.dickblick.com,X,X,X,
Ruled Papers,100171Q,Dick Blick Art Materials,4924 Plaza East Blvd,Evansville,IN,47715,US,http://www.dickblick.com,X,X,X,
Art & Kraft Rolls,100171Q,Dick Blick Art Materials,4924 Plaza East Blvd,Evansville,IN,47715,US,http://www.dickblick.com,X,X,X,
Sentence Strips/Flashcards/Index Cards,100171Q,Dick Blick Art Materials,4924 Plaza East Blvd,Evansville,IN,47715,US,http://www.dickblick.com,X,X,X,
SunWorks Groundwood Construction Paper,100171Q,Dick Blick Art Materials,4924 Plaza East Blvd,Evansville,IN,47715,US,http://www.dickblick.com,X,X,X,
Yarn & Accessories,100171T,Dick Blick Art Materials,14339 MI Ave,Dearborn,MI,48126,US,http://www.dickblick.com,X,X,X,
Corobuff Corrugated Paper,100171T,Dick Blick Art Materials,14339 MI Ave,Dearborn,MI,48126,US,http://www.dickblick.com,X,X,X,
Classroom Organization,100171T,Dick Blick Art Materials,14339 MI Ave,Dearborn,MI,48126,US,http://www.dickblick.com,X,X,X,
Basic Crafts,100171T,Dick Blick Art Materials,14339 MI Ave,Dearborn,MI,48126,US,http://www.dickblick.com,X,X,X,
Bordette Borders,100171T,Dick Blick Art Materials,14339 MI Ave,Dearborn,MI,48126,US,http://www.dickblick.com,X,X,X,
Drawing Papers,100171T,Dick Blick Art Materials,14339 MI Ave,Dearborn,MI,48126,US,http://www.dickblick.com,X,X,X,
Letters,100171T,Dick Blick Art Materials,14339 MI Ave,Dearborn,MI,48126,US,http://www.dickblick.com,X,X,X,
Plast'r Craft,100171T,Dick Blick Art Materials,14339 MI Ave,Dearborn,MI,48126,US,http://www.dickblick.com,X,X,X,
Fadeless Paper,100171T,Dick Blick Art Materials,14339 MI Ave,Dearborn,MI,48126,US,http://www.dickblick.com,X,X,X,
Paper Roll Dispensers & Racks,100171T,Dick Blick Art Materials,14339 MI Ave,Dearborn,MI,48126,US,http://www.dickblick.com,X,X,X,
Non-Bleeding Art Tissue,100171T,Dick Blick Art Materials,14339 MI Ave,Dearborn,MI,48126,US,http://www.dickblick.com,X,X,X,
Spectra Deluxe Bleeding Art Tissue,100171T,Dick Blick Art Materials,14339 MI Ave,Dearborn,MI,48126,US,http://www.dickblick.com,X,X,X,
Rainbow Colored Kraft Duo-Finish Rolls,100171T,Dick Blick Art Materials,14339 MI Ave,Dearborn,MI,48126,US,http://www.dickblick.com,X,X,X,
Juvenile Art Papers,100171T,Dick Blick Art Materials,14339 MI Ave,Dearborn,MI,48126,US,http://www.dickblick.com,X,X,X,
ArtKraft Duo-Finish Rolls,100171T,Dick Blick Art Materials,14339 MI Ave,Dearborn,MI,48126,US,http://www.dickblick.com,X,X,X,
Kraft Bags,100171T,Dick Blick Art Materials,14339 MI Ave,Dearborn,MI,48126,US,http://www.dickblick.com,X,X,X,
Protecto Film,100171T,Dick Blick Art Materials,14339 MI Ave,Dearborn,MI,48126,US,http://www.dickblick.com,X,X,X,
Presentation Boards & Accessories,100171T,Dick Blick Art Materials,14339 MI Ave,Dearborn,MI,48126,US,http://www.dickblick.com,X,X,X,
Railroad/Poster Board,100171T,Dick Blick Art Materials,14339 MI Ave,Dearborn,MI,48126,US,http://www.dickblick.com,X,X,X,
Spectra Glitter,100171T,Dick Blick Art Materials,14339 MI Ave,Dearborn,MI,48126,US,http://www.dickblick.com,X,X,X,
Lightweight Construction Paper,100171T,Dick Blick Art Materials,14339 MI Ave,Dearborn,MI,48126,US,http://www.dickblick.com,X,X,X,
Student Art Papers,100171T,Dick Blick Art Materials,14339 MI Ave,Dearborn,MI,48126,US,http://www.dickblick.com,X,X,X,
Flame Retardant Rolls,100171T,Dick Blick Art Materials,14339 MI Ave,Dearborn,MI,48126,US,http://www.dickblick.com,X,X,X,
Card Stock  ,100171T,Dick Blick Art Materials,14339 MI Ave,Dearborn,MI,48126,US,http://www.dickblick.com,X,X,X,
Tru-Ray Sulphite Construction Paper,100171T,Dick Blick Art Materials,14339 MI Ave,Dearborn,MI,48126,US,http://www.dickblick.com,X,X,X,
Riverside Groundwood Construction Paper,100171T,Dick Blick Art Materials,14339 MI Ave,Dearborn,MI,48126,US,http://www.dickblick.com,X,X,X,
Chart Tablets & Pads,100171T,Dick Blick Art Materials,14339 MI Ave,Dearborn,MI,48126,US,http://www.dickblick.com,X,X,X,
Ruled Papers,100171T,Dick Blick Art Materials,14339 MI Ave,Dearborn,MI,48126,US,http://www.dickblick.com,X,X,X,
Art & Kraft Rolls,100171T,Dick Blick Art Materials,14339 MI Ave,Dearborn,MI,48126,US,http://www.dickblick.com,X,X,X,
Sentence Strips/Flashcards/Index Cards,100171T,Dick Blick Art Materials,14339 MI Ave,Dearborn,MI,48126,US,http://www.dickblick.com,X,X,X,
SunWorks Groundwood Construction Paper,100171T,Dick Blick Art Materials,14339 MI Ave,Dearborn,MI,48126,US,http://www.dickblick.com,X,X,X,
Yarn & Accessories,100171R,Dick Blick Art Materials,201 S Clinton Ste 180,Iowa City,IA,52240,US,http://www.dickblick.com,X,X,X,
Corobuff Corrugated Paper,100171R,Dick Blick Art Materials,201 S Clinton Ste 180,Iowa City,IA,52240,US,http://www.dickblick.com,X,X,X,
Classroom Organization,100171R,Dick Blick Art Materials,201 S Clinton Ste 180,Iowa City,IA,52240,US,http://www.dickblick.com,X,X,X,
Basic Crafts,100171R,Dick Blick Art Materials,201 S Clinton Ste 180,Iowa City,IA,52240,US,http://www.dickblick.com,X,X,X,
Bordette Borders,100171R,Dick Blick Art Materials,201 S Clinton Ste 180,Iowa City,IA,52240,US,http://www.dickblick.com,X,X,X,
Drawing Papers,100171R,Dick Blick Art Materials,201 S Clinton Ste 180,Iowa City,IA,52240,US,http://www.dickblick.com,X,X,X,
Letters,100171R,Dick Blick Art Materials,201 S Clinton Ste 180,Iowa City,IA,52240,US,http://www.dickblick.com,X,X,X,
Plast'r Craft,100171R,Dick Blick Art Materials,201 S Clinton Ste 180,Iowa City,IA,52240,US,http://www.dickblick.com,X,X,X,
Fadeless Paper,100171R,Dick Blick Art Materials,201 S Clinton Ste 180,Iowa City,IA,52240,US,http://www.dickblick.com,X,X,X,
Paper Roll Dispensers & Racks,100171R,Dick Blick Art Materials,201 S Clinton Ste 180,Iowa City,IA,52240,US,http://www.dickblick.com,X,X,X,
Non-Bleeding Art Tissue,100171R,Dick Blick Art Materials,201 S Clinton Ste 180,Iowa City,IA,52240,US,http://www.dickblick.com,X,X,X,
Spectra Deluxe Bleeding Art Tissue,100171R,Dick Blick Art Materials,201 S Clinton Ste 180,Iowa City,IA,52240,US,http://www.dickblick.com,X,X,X,
Rainbow Colored Kraft Duo-Finish Rolls,100171R,Dick Blick Art Materials,201 S Clinton Ste 180,Iowa City,IA,52240,US,http://www.dickblick.com,X,X,X,
Juvenile Art Papers,100171R,Dick Blick Art Materials,201 S Clinton Ste 180,Iowa City,IA,52240,US,http://www.dickblick.com,X,X,X,
ArtKraft Duo-Finish Rolls,100171R,Dick Blick Art Materials,201 S Clinton Ste 180,Iowa City,IA,52240,US,http://www.dickblick.com,X,X,X,
Kraft Bags,100171R,Dick Blick Art Materials,201 S Clinton Ste 180,Iowa City,IA,52240,US,http://www.dickblick.com,X,X,X,
Protecto Film,100171R,Dick Blick Art Materials,201 S Clinton Ste 180,Iowa City,IA,52240,US,http://www.dickblick.com,X,X,X,
Presentation Boards & Accessories,100171R,Dick Blick Art Materials,201 S Clinton Ste 180,Iowa City,IA,52240,US,http://www.dickblick.com,X,X,X,
Railroad/Poster Board,100171R,Dick Blick Art Materials,201 S Clinton Ste 180,Iowa City,IA,52240,US,http://www.dickblick.com,X,X,X,
Spectra Glitter,100171R,Dick Blick Art Materials,201 S Clinton Ste 180,Iowa City,IA,52240,US,http://www.dickblick.com,X,X,X,
Lightweight Construction Paper,100171R,Dick Blick Art Materials,201 S Clinton Ste 180,Iowa City,IA,52240,US,http://www.dickblick.com,X,X,X,
Student Art Papers,100171R,Dick Blick Art Materials,201 S Clinton Ste 180,Iowa City,IA,52240,US,http://www.dickblick.com,X,X,X,
Flame Retardant Rolls,100171R,Dick Blick Art Materials,201 S Clinton Ste 180,Iowa City,IA,52240,US,http://www.dickblick.com,X,X,X,
Card Stock  ,100171R,Dick Blick Art Materials,201 S Clinton Ste 180,Iowa City,IA,52240,US,http://www.dickblick.com,X,X,X,
Tru-Ray Sulphite Construction Paper,100171R,Dick Blick Art Materials,201 S Clinton Ste 180,Iowa City,IA,52240,US,http://www.dickblick.com,X,X,X,
Riverside Groundwood Construction Paper,100171R,Dick Blick Art Materials,201 S Clinton Ste 180,Iowa City,IA,52240,US,http://www.dickblick.com,X,X,X,
Chart Tablets & Pads,100171R,Dick Blick Art Materials,201 S Clinton Ste 180,Iowa City,IA,52240,US,http://www.dickblick.com,X,X,X,
Ruled Papers,100171R,Dick Blick Art Materials,201 S Clinton Ste 180,Iowa City,IA,52240,US,http://www.dickblick.com,X,X,X,
Art & Kraft Rolls,100171R,Dick Blick Art Materials,201 S Clinton Ste 180,Iowa City,IA,52240,US,http://www.dickblick.com,X,X,X,
Sentence Strips/Flashcards/Index Cards,100171R,Dick Blick Art Materials,201 S Clinton Ste 180,Iowa City,IA,52240,US,http://www.dickblick.com,X,X,X,
SunWorks Groundwood Construction Paper,100171R,Dick Blick Art Materials,201 S Clinton Ste 180,Iowa City,IA,52240,US,http://www.dickblick.com,X,X,X,
Yarn & Accessories,100171W,Dick Blick Art Materials,2389 Fairview Ave,Roseville,MN,55113,US,http://www.dickblick.com,X,X,X,
Corobuff Corrugated Paper,100171W,Dick Blick Art Materials,2389 Fairview Ave,Roseville,MN,55113,US,http://www.dickblick.com,X,X,X,
Classroom Organization,100171W,Dick Blick Art Materials,2389 Fairview Ave,Roseville,MN,55113,US,http://www.dickblick.com,X,X,X,
Basic Crafts,100171W,Dick Blick Art Materials,2389 Fairview Ave,Roseville,MN,55113,US,http://www.dickblick.com,X,X,X,
Bordette Borders,100171W,Dick Blick Art Materials,2389 Fairview Ave,Roseville,MN,55113,US,http://www.dickblick.com,X,X,X,
Drawing Papers,100171W,Dick Blick Art Materials,2389 Fairview Ave,Roseville,MN,55113,US,http://www.dickblick.com,X,X,X,
Letters,100171W,Dick Blick Art Materials,2389 Fairview Ave,Roseville,MN,55113,US,http://www.dickblick.com,X,X,X,
Plast'r Craft,100171W,Dick Blick Art Materials,2389 Fairview Ave,Roseville,MN,55113,US,http://www.dickblick.com,X,X,X,
Fadeless Paper,100171W,Dick Blick Art Materials,2389 Fairview Ave,Roseville,MN,55113,US,http://www.dickblick.com,X,X,X,
Paper Roll Dispensers & Racks,100171W,Dick Blick Art Materials,2389 Fairview Ave,Roseville,MN,55113,US,http://www.dickblick.com,X,X,X,
Non-Bleeding Art Tissue,100171W,Dick Blick Art Materials,2389 Fairview Ave,Roseville,MN,55113,US,http://www.dickblick.com,X,X,X,
Spectra Deluxe Bleeding Art Tissue,100171W,Dick Blick Art Materials,2389 Fairview Ave,Roseville,MN,55113,US,http://www.dickblick.com,X,X,X,
Rainbow Colored Kraft Duo-Finish Rolls,100171W,Dick Blick Art Materials,2389 Fairview Ave,Roseville,MN,55113,US,http://www.dickblick.com,X,X,X,
Juvenile Art Papers,100171W,Dick Blick Art Materials,2389 Fairview Ave,Roseville,MN,55113,US,http://www.dickblick.com,X,X,X,
ArtKraft Duo-Finish Rolls,100171W,Dick Blick Art Materials,2389 Fairview Ave,Roseville,MN,55113,US,http://www.dickblick.com,X,X,X,
Kraft Bags,100171W,Dick Blick Art Materials,2389 Fairview Ave,Roseville,MN,55113,US,http://www.dickblick.com,X,X,X,
Protecto Film,100171W,Dick Blick Art Materials,2389 Fairview Ave,Roseville,MN,55113,US,http://www.dickblick.com,X,X,X,
Presentation Boards & Accessories,100171W,Dick Blick Art Materials,2389 Fairview Ave,Roseville,MN,55113,US,http://www.dickblick.com,X,X,X,
Railroad/Poster Board,100171W,Dick Blick Art Materials,2389 Fairview Ave,Roseville,MN,55113,US,http://www.dickblick.com,X,X,X,
Spectra Glitter,100171W,Dick Blick Art Materials,2389 Fairview Ave,Roseville,MN,55113,US,http://www.dickblick.com,X,X,X,
Lightweight Construction Paper,100171W,Dick Blick Art Materials,2389 Fairview Ave,Roseville,MN,55113,US,http://www.dickblick.com,X,X,X,
Student Art Papers,100171W,Dick Blick Art Materials,2389 Fairview Ave,Roseville,MN,55113,US,http://www.dickblick.com,X,X,X,
Flame Retardant Rolls,100171W,Dick Blick Art Materials,2389 Fairview Ave,Roseville,MN,55113,US,http://www.dickblick.com,X,X,X,
Card Stock  ,100171W,Dick Blick Art Materials,2389 Fairview Ave,Roseville,MN,55113,US,http://www.dickblick.com,X,X,X,
Tru-Ray Sulphite Construction Paper,100171W,Dick Blick Art Materials,2389 Fairview Ave,Roseville,MN,55113,US,http://www.dickblick.com,X,X,X,
Riverside Groundwood Construction Paper,100171W,Dick Blick Art Materials,2389 Fairview Ave,Roseville,MN,55113,US,http://www.dickblick.com,X,X,X,
Chart Tablets & Pads,100171W,Dick Blick Art Materials,2389 Fairview Ave,Roseville,MN,55113,US,http://www.dickblick.com,X,X,X,
Ruled Papers,100171W,Dick Blick Art Materials,2389 Fairview Ave,Roseville,MN,55113,US,http://www.dickblick.com,X,X,X,
